,Age,GameGenre,PlayTimeHours,SessionsPerWeek,AvgSessionDurationMinutes
22186,25,Sports,23,2,62
22187,34,Action,15,14,16
22188,18,Sports,23,19,175
22189,26,Simulation,22,17,164
22190,39,Sports,5,13,84
22191,24,Strategy,17,15,55
22192,36,Sports,7,11,59
22193,21,Strategy,19,17,116
22194,38,Simulation,7,4,133
22195,16,Action,5,10,95
22196,46,Sports,23,4,67
22197,35,Action,6,14,168
22198,21,RPG,16,1,39
22199,22,Simulation,1,16,63
22200,35,RPG,11,1,174
22201,22,Action,12,3,91
22202,39,Strategy,18,16,127
22203,42,Simulation,16,4,129
22204,42,RPG,15,15,95
22205,45,Strategy,6,11,53
22206,39,Simulation,10,13,81
22207,26,Sports,14,15,129
22208,45,RPG,9,16,29
22209,32,RPG,21,0,46
22210,40,Strategy,21,3,99
22211,20,Simulation,12,7,95
22212,23,Strategy,2,9,129
22213,25,Sports,5,7,103
22214,45,Action,22,19,35
22215,16,Simulation,19,5,88
22216,43,Action,17,19,156
22217,19,Sports,9,6,50
22218,37,Strategy,8,3,95
22219,21,RPG,13,18,32
22220,27,Simulation,13,15,172
22221,24,Strategy,14,7,178
22222,30,Action,13,8,140
22223,29,Sports,7,18,87
22224,33,Strategy,4,12,170
22225,35,Simulation,23,7,25
22226,49,RPG,2,13,22
22227,29,Action,19,10,99
22228,28,Action,4,9,27
22229,43,Simulation,22,3,167
22230,19,Simulation,11,0,178
22231,32,Action,8,6,66
22232,15,Action,22,18,155
22233,41,Strategy,8,3,36
22234,41,Action,12,17,103
22235,39,Strategy,19,19,174
22236,35,Sports,17,9,30
22237,28,Action,21,11,96
22238,34,Sports,8,11,75
22239,42,Simulation,4,19,145
22240,35,Sports,10,2,50
22241,37,Simulation,16,16,88
22242,25,Simulation,6,13,70
22243,16,Action,16,5,105
22244,34,Action,4,18,18
22245,38,Strategy,23,13,23
22246,39,Strategy,13,8,63
22247,36,Simulation,1,11,43
22248,38,Action,2,5,97
22249,29,Strategy,14,7,119
22250,26,RPG,13,2,14
22251,45,Simulation,9,10,142
22252,45,Simulation,14,4,42
22253,44,RPG,2,3,176
22254,34,Action,2,1,121
22255,22,Action,6,10,32
22256,44,Action,19,3,11
22257,49,RPG,5,15,68
22258,35,RPG,17,17,43
22259,42,Action,13,6,111
22260,31,RPG,8,13,169
22261,26,Sports,3,6,66
22262,32,Simulation,17,3,166
22263,42,Action,10,12,140
22264,17,Action,14,4,97
22265,29,Simulation,10,18,158
22266,30,RPG,16,17,166
22267,36,Simulation,1,17,119
22268,45,Action,1,8,124
22269,45,RPG,6,17,125
22270,15,Strategy,19,0,165
22271,25,RPG,10,11,102
22272,20,RPG,23,2,39
22273,37,Action,18,13,68
22274,23,Action,14,19,56
22275,30,Strategy,6,7,129
22276,33,Action,6,13,72
22277,27,RPG,8,9,27
22278,46,Strategy,20,12,170
22279,23,RPG,19,4,107
22280,45,RPG,17,15,30
22281,45,RPG,12,3,172
22282,33,Strategy,8,15,38
22283,16,Action,17,8,172
22284,46,Simulation,7,13,179
22285,48,Strategy,18,10,36
22286,15,Action,3,13,165
22287,35,RPG,15,10,79
22288,17,Simulation,2,16,95
22289,41,RPG,13,19,142
22290,21,Simulation,2,18,148
22291,47,Strategy,21,6,55
22292,23,Strategy,9,4,92
22293,44,RPG,15,10,146
22294,32,Simulation,8,3,64
22295,40,Sports,13,0,18
22296,34,RPG,17,6,48
22297,45,Sports,8,18,148
22298,22,Strategy,5,5,72
22299,37,RPG,16,14,51
22300,39,Simulation,3,10,162
22301,15,Strategy,19,18,30
22302,32,Sports,13,17,51
22303,33,Action,3,0,19
22304,20,RPG,11,8,84
22305,31,Sports,8,17,92
22306,22,Simulation,3,14,55
22307,23,Sports,0,3,90
22308,41,Strategy,10,3,62
22309,20,Strategy,15,12,84
22310,20,Sports,21,7,125
22311,18,RPG,7,18,134
22312,36,Action,7,8,117
22313,41,Strategy,12,7,104
22314,16,Strategy,13,12,162
22315,23,Strategy,3,17,53
22316,25,Simulation,1,2,148
22317,34,Strategy,4,8,98
22318,28,Strategy,14,12,138
22319,40,Sports,9,15,62
22320,44,Action,2,14,55
22321,49,Action,18,15,117
22322,20,Action,15,0,179
22323,17,RPG,20,12,53
22324,15,Action,7,8,132
22325,32,Simulation,13,7,127
22326,37,Strategy,16,8,13
22327,46,Simulation,22,12,147
22328,43,Strategy,1,7,145
22329,37,RPG,22,9,39
22330,20,Sports,4,16,81
22331,31,Sports,9,14,15
22332,32,Simulation,3,2,20
22333,45,Action,21,18,137
22334,20,Strategy,6,12,95
22335,48,Strategy,14,0,81
22336,41,RPG,11,4,135
22337,39,Action,21,7,135
22338,24,RPG,0,6,76
22339,26,RPG,9,19,48
22340,25,Sports,6,5,54
22341,17,Strategy,6,15,123
22342,36,RPG,12,2,141
22343,18,RPG,5,8,37
22344,22,RPG,12,16,90
22345,28,RPG,3,7,83
22346,34,Sports,22,1,144
22347,38,Strategy,19,0,13
22348,28,Simulation,2,6,62
22349,42,Strategy,19,9,99
22350,30,Action,18,19,44
22351,46,Sports,1,15,98
22352,26,Sports,11,1,41
22353,30,Simulation,3,3,165
22354,33,Action,1,13,137
22355,19,Strategy,16,16,70
22356,26,Strategy,11,1,126
22357,43,Sports,13,9,83
22358,19,RPG,3,11,150
22359,31,Sports,10,8,18
22360,22,Simulation,3,16,127
22361,44,RPG,12,11,137
22362,24,Action,9,13,178
22363,34,Action,23,7,46
22364,30,Action,0,10,19
22365,30,Simulation,7,2,178
22366,17,Sports,14,17,35
22367,37,Strategy,14,2,118
22368,36,Strategy,13,19,70
22369,42,Simulation,20,2,30
22370,18,Simulation,17,11,67
22371,38,Simulation,22,10,67
22372,33,Sports,16,15,140
22373,25,Simulation,6,14,111
22374,32,Action,13,14,131
22375,26,Strategy,18,11,158
22376,28,Sports,19,9,134
22377,32,RPG,2,2,143
22378,26,Sports,10,17,136
22379,41,RPG,5,2,39
22380,20,Strategy,19,19,66
22381,38,Simulation,1,7,44
22382,47,RPG,8,0,153
22383,30,Simulation,2,15,46
22384,26,Action,15,10,155
22385,45,RPG,0,9,32
22386,27,Simulation,20,11,160
22387,22,Strategy,12,16,41
22388,17,Strategy,9,19,128
22389,34,Strategy,8,14,24
22390,18,RPG,7,11,28
22391,16,RPG,7,8,134
22392,37,RPG,22,7,38
22393,33,Strategy,11,17,76
22394,22,Action,2,11,153
22395,30,RPG,11,15,111
22396,32,Strategy,17,9,17
22397,38,Strategy,13,18,30
22398,15,Action,20,16,161
22399,15,Action,9,2,39
22400,25,Simulation,21,5,128
22401,32,Action,16,9,71
22402,30,Sports,13,7,61
22403,31,Simulation,18,14,57
22404,38,Strategy,1,17,62
22405,48,Simulation,6,0,69
22406,18,RPG,8,4,44
22407,49,Sports,14,7,100
22408,29,Action,3,7,65
22409,16,Strategy,23,15,48
22410,45,Sports,22,5,167
22411,23,Simulation,10,5,40
22412,24,Simulation,21,14,75
22413,39,Strategy,20,13,161
22414,19,Strategy,8,16,138
22415,28,Sports,13,12,99
22416,16,Action,1,6,168
22417,32,Action,12,3,56
22418,43,Simulation,12,4,61
22419,34,Sports,20,17,54
22420,22,Sports,1,2,79
22421,40,RPG,14,9,91
22422,18,Strategy,19,4,122
22423,47,Action,9,2,164
22424,36,Sports,13,13,159
22425,20,Strategy,15,17,110
22426,47,Simulation,1,8,32
22427,42,Action,10,18,62
22428,38,Sports,5,12,91
22429,18,Simulation,21,6,43
22430,16,RPG,22,6,97
22431,27,RPG,18,4,144
22432,25,RPG,3,5,173
22433,49,Simulation,23,5,16
22434,24,Action,1,11,126
22435,24,Simulation,22,2,126
22436,22,Simulation,5,19,157
22437,19,Sports,5,4,111
22438,37,RPG,13,15,53
22439,48,Action,14,15,24
22440,46,Sports,12,19,110
22441,30,Action,20,10,106
22442,18,RPG,0,12,30
22443,42,Sports,6,14,46
22444,28,Strategy,18,10,54
22445,26,Action,12,2,59
22446,35,Action,3,16,80
22447,30,RPG,10,14,126
22448,16,Action,1,6,122
22449,37,Simulation,4,9,125
22450,43,Simulation,15,7,88
22451,23,Sports,3,11,99
22452,21,Strategy,13,13,62
22453,43,Sports,12,12,124
22454,31,Strategy,2,14,102
22455,23,Simulation,22,6,150
22456,20,Simulation,14,9,129
22457,34,RPG,19,14,104
22458,24,Simulation,12,3,165
22459,23,Simulation,18,4,110
22460,26,Action,12,12,75
22461,47,RPG,12,12,153
22462,46,Strategy,4,3,123
22463,48,Action,0,13,127
22464,33,Action,5,3,125
22465,47,Sports,4,2,19
22466,30,RPG,15,15,16
22467,37,Sports,4,17,139
22468,40,Simulation,3,9,135
22469,23,Simulation,20,1,36
22470,44,Strategy,7,3,174
22471,27,Simulation,20,15,85
22472,30,Action,19,12,170
22473,16,Sports,19,16,167
22474,45,Action,4,2,143
22475,33,Action,0,11,71
22476,25,RPG,7,7,14
22477,28,Strategy,19,9,54
22478,39,RPG,23,11,179
22479,21,RPG,11,13,56
22480,29,Simulation,4,15,102
22481,44,Simulation,5,1,172
22482,45,RPG,20,17,101
22483,38,Strategy,2,19,144
22484,39,RPG,7,15,136
22485,22,Action,20,8,98
22486,44,Strategy,6,12,52
22487,28,Action,13,10,18
22488,43,Strategy,6,3,147
22489,41,Strategy,1,10,15
22490,48,Simulation,8,3,89
22491,35,RPG,0,18,171
22492,25,Action,22,7,33
22493,47,Strategy,3,0,133
22494,29,Action,14,13,27
22495,26,Action,22,17,167
22496,38,Action,22,18,67
22497,25,Simulation,2,6,93
22498,33,Action,17,11,80
22499,15,Sports,9,12,115
22500,31,Action,1,13,67
22501,30,Strategy,16,7,50
22502,40,Simulation,22,4,61
22503,29,Simulation,4,6,129
22504,22,RPG,3,8,165
22505,44,Action,7,18,84
22506,28,Simulation,3,10,95
22507,47,Simulation,4,16,95
22508,21,Sports,9,18,59
22509,32,RPG,2,4,110
22510,26,Strategy,2,15,98
22511,16,Strategy,10,6,108
22512,43,RPG,9,5,68
22513,35,RPG,17,14,103
22514,21,Strategy,18,18,98
22515,41,RPG,12,10,138
22516,26,Sports,20,3,177
22517,34,Sports,2,4,140
22518,28,Strategy,2,7,131
22519,24,Action,10,10,113
22520,37,Action,22,6,171
22521,44,Sports,12,6,161
22522,45,Simulation,9,16,108
22523,24,Simulation,4,13,166
22524,33,Strategy,23,15,173
22525,33,Action,8,19,20
22526,37,Strategy,6,3,80
22527,46,Action,9,10,172
22528,34,Sports,15,19,171
22529,18,Simulation,1,1,70
22530,47,Action,2,12,42
22531,15,RPG,23,5,57
22532,27,RPG,8,6,39
22533,17,Sports,13,14,121
22534,26,Strategy,8,13,178
22535,43,Strategy,0,6,109
22536,45,Simulation,18,15,108
22537,16,RPG,11,6,142
22538,36,RPG,11,12,36
22539,36,RPG,12,15,104
22540,45,RPG,4,13,23
22541,28,Action,19,4,108
22542,43,Strategy,19,8,78
22543,49,Strategy,6,15,57
22544,23,Simulation,20,16,148
22545,46,Action,22,6,36
22546,41,Action,0,8,114
22547,24,Action,16,1,63
22548,39,RPG,17,7,79
22549,47,Strategy,10,12,156
22550,25,Action,1,10,173
22551,23,RPG,3,4,28
22552,21,Sports,23,11,40
22553,21,Simulation,12,10,151
22554,48,RPG,16,12,60
22555,33,Sports,11,19,136
22556,34,Sports,12,3,117
22557,39,Sports,4,13,115
22558,19,Action,6,4,37
22559,43,Action,8,6,17
22560,41,Action,7,4,147
22561,39,Simulation,2,4,40
22562,29,Simulation,16,6,139
22563,18,Simulation,1,2,34
22564,28,Action,13,0,121
22565,31,Sports,9,15,70
22566,35,Sports,11,13,55
22567,30,RPG,16,14,127
22568,40,RPG,14,10,64
22569,23,Strategy,22,17,117
22570,16,Simulation,23,14,30
22571,29,Simulation,23,17,131
22572,49,Strategy,10,16,50
22573,38,Strategy,8,7,14
22574,28,Strategy,10,10,158
22575,20,RPG,4,16,169
22576,32,Strategy,10,4,32
22577,36,RPG,15,5,109
22578,32,Action,16,17,134
22579,16,RPG,2,4,123
22580,46,RPG,20,8,136
22581,31,RPG,6,4,46
22582,15,Strategy,16,16,139
22583,23,Action,19,2,30
22584,27,Strategy,10,8,173
22585,44,Action,6,2,57
22586,45,Simulation,4,7,126
22587,37,Strategy,21,12,99
22588,42,Action,3,6,98
22589,24,Sports,9,16,33
22590,39,Sports,20,13,177
22591,40,Strategy,14,19,73
22592,40,Strategy,3,1,152
22593,27,Strategy,14,6,76
22594,31,Simulation,19,8,15
22595,18,RPG,18,15,157
22596,37,Sports,20,18,70
22597,49,RPG,16,5,78
22598,25,Simulation,17,1,113
22599,26,Strategy,12,7,101
22600,23,Action,5,12,79
22601,29,Strategy,10,9,138
22602,19,Sports,0,16,41
22603,33,Action,19,5,158
22604,25,RPG,23,14,72
22605,23,Strategy,14,12,167
22606,49,Action,15,6,95
22607,41,Strategy,9,1,141
22608,27,Action,7,3,56
22609,26,Action,19,1,30
22610,23,Strategy,4,0,170
22611,42,RPG,19,14,139
22612,27,Simulation,15,5,109
22613,34,Action,5,2,84
22614,27,Sports,16,14,17
22615,41,Strategy,20,0,87
22616,40,Action,6,7,28
22617,43,Simulation,6,11,60
22618,43,Action,0,6,75
22619,36,Action,0,9,21
22620,23,Action,17,10,67
22621,38,Simulation,1,13,23
22622,33,Action,1,15,116
22623,45,Simulation,17,8,29
22624,29,Strategy,14,9,176
22625,46,Simulation,12,6,103
22626,43,RPG,14,5,17
22627,48,Sports,17,11,34
22628,23,RPG,14,0,82
22629,49,Sports,22,9,12
22630,20,Strategy,5,14,79
22631,28,Action,14,14,45
22632,23,RPG,5,10,171
22633,33,RPG,21,5,25
22634,37,RPG,20,15,37
22635,42,Simulation,22,19,29
22636,30,Action,1,10,27
22637,40,Sports,20,9,44
22638,39,Strategy,2,15,172
22639,49,Sports,22,16,80
22640,19,Sports,21,0,40
22641,21,Action,17,13,33
22642,37,RPG,0,0,10
22643,39,Simulation,1,13,39
22644,15,Simulation,19,13,26
22645,36,Simulation,23,17,125
22646,18,RPG,7,9,33
22647,42,Strategy,8,9,57
22648,28,Sports,11,13,94
22649,47,Sports,0,7,76
22650,18,Action,13,7,79
22651,25,Action,11,5,152
22652,46,Sports,7,17,122
22653,18,RPG,16,4,150
22654,15,RPG,0,7,170
22655,40,Strategy,8,10,21
22656,47,Sports,4,13,34
22657,31,Sports,16,12,125
22658,41,RPG,5,5,170
22659,19,Strategy,11,0,64
22660,21,Simulation,3,12,44
22661,39,Simulation,6,3,15
22662,22,Action,18,10,167
22663,48,Simulation,11,17,149
22664,18,Action,23,0,11
22665,26,Strategy,4,18,113
22666,45,Strategy,6,12,143
22667,25,Action,20,8,176
22668,36,Sports,2,3,111
22669,15,Simulation,9,15,44
22670,18,Sports,5,16,107
22671,22,Strategy,15,12,130
22672,39,Action,17,19,22
22673,42,Strategy,15,7,115
22674,18,Strategy,6,9,103
22675,27,Action,2,11,29
22676,39,Simulation,4,0,22
22677,17,Simulation,14,5,152
22678,46,Simulation,19,5,16
22679,15,RPG,3,8,125
22680,25,Action,8,8,61
22681,16,Strategy,6,17,149
22682,19,Simulation,4,9,145
22683,36,RPG,11,0,161
22684,27,Strategy,10,12,27
22685,37,RPG,16,9,92
22686,45,RPG,11,14,134
22687,49,Simulation,22,5,126
22688,49,RPG,20,6,113
22689,27,Sports,7,10,39
22690,21,Action,15,15,113
22691,19,Action,15,16,85
22692,43,RPG,14,9,169
22693,22,Strategy,14,14,98
22694,22,Strategy,2,9,128
22695,21,RPG,22,16,117
22696,33,Action,13,1,130
22697,37,Strategy,9,4,29
22698,46,Simulation,19,19,111
22699,18,Sports,6,1,89
22700,44,Strategy,1,14,109
22701,19,Strategy,7,12,59
22702,17,RPG,14,12,116
22703,36,Sports,22,5,46
22704,42,Strategy,17,2,69
22705,36,Action,8,12,129
22706,36,Action,19,7,121
22707,48,Simulation,22,12,111
22708,43,Action,10,19,175
22709,27,Strategy,23,6,23
22710,21,Action,10,19,69
22711,24,Action,20,16,139
22712,42,Sports,6,5,154
22713,18,Action,8,4,152
22714,46,Strategy,20,6,34
22715,36,Strategy,0,2,96
22716,34,Action,6,11,12
22717,34,Simulation,17,4,139
22718,20,Sports,13,7,97
22719,23,Sports,13,14,109
22720,42,Strategy,7,2,17
22721,27,Sports,13,11,14
22722,45,Sports,7,2,53
22723,28,Simulation,1,7,56
22724,36,Sports,0,11,150
22725,38,Simulation,6,12,139
22726,22,Action,14,19,11
22727,29,Sports,4,12,83
22728,20,Action,16,1,126
22729,37,Action,10,19,67
22730,39,RPG,15,16,49
22731,45,Simulation,10,16,10
22732,43,Simulation,19,14,89
22733,37,Simulation,1,4,11
22734,24,RPG,1,17,92
22735,23,Simulation,22,1,179
22736,27,Strategy,7,12,35
22737,46,Strategy,6,9,98
22738,15,Simulation,16,3,157
22739,15,Action,17,11,86
22740,32,Action,4,8,46
22741,45,RPG,3,9,22
22742,15,RPG,19,7,51
22743,23,Simulation,21,8,58
22744,36,RPG,5,19,158
22745,42,Strategy,3,6,16
22746,40,Strategy,16,12,35
22747,24,Strategy,16,6,48
22748,17,Simulation,16,5,151
22749,16,Strategy,17,7,116
22750,45,Action,17,11,21
22751,47,RPG,18,10,106
22752,46,Sports,1,2,61
22753,26,Sports,23,7,54
22754,17,Action,9,1,86
22755,40,Strategy,8,5,34
22756,28,Strategy,5,8,75
22757,26,Sports,5,19,67
22758,40,Action,12,4,39
22759,30,Strategy,12,18,57
22760,22,Strategy,5,9,55
22761,42,Strategy,11,3,174
22762,21,RPG,13,17,103
22763,29,RPG,8,13,12
22764,22,Simulation,18,17,87
22765,24,Sports,18,3,79
22766,29,Action,4,14,55
22767,32,Sports,15,1,129
22768,49,Simulation,16,16,163
22769,16,Sports,23,9,58
22770,36,RPG,19,8,97
22771,29,Strategy,21,7,128
22772,19,Strategy,18,10,17
22773,29,Strategy,12,8,99
22774,41,Simulation,10,17,150
22775,30,Strategy,9,5,98
22776,32,Strategy,19,19,91
22777,49,RPG,8,14,90
22778,39,Strategy,16,2,64
22779,36,Action,9,19,158
22780,45,Simulation,0,15,73
22781,48,Sports,8,8,113
22782,37,Action,3,7,149
22783,30,Sports,0,14,137
22784,20,Sports,5,10,113
22785,29,Sports,23,17,46
22786,32,Strategy,3,15,121
22787,27,Simulation,16,1,165
22788,38,RPG,23,15,164
22789,27,RPG,13,7,38
22790,15,Simulation,21,4,92
22791,32,Action,13,8,127
22792,47,Simulation,9,5,65
22793,20,Sports,12,19,23
22794,31,RPG,4,0,112
22795,18,Strategy,19,7,109
22796,28,RPG,2,15,34
22797,44,RPG,1,0,70
22798,34,Sports,20,10,57
22799,22,Sports,19,19,65
22800,16,RPG,20,3,132
22801,18,RPG,0,19,15
22802,24,Action,6,6,25
22803,34,Sports,5,13,56
22804,49,Action,1,16,80
22805,24,Action,16,1,79
22806,42,Strategy,23,4,49
22807,29,Action,21,19,154
22808,15,Sports,17,3,134
22809,36,Sports,0,13,145
22810,41,RPG,16,3,33
22811,43,Action,14,2,133
22812,29,Strategy,18,13,168
22813,24,Simulation,23,1,15
22814,34,RPG,18,4,141
22815,36,RPG,17,15,40
22816,23,Strategy,17,11,161
22817,46,Sports,4,1,135
22818,31,Strategy,4,18,174
22819,33,Strategy,22,6,60
22820,41,Sports,2,16,106
22821,48,RPG,22,18,82
22822,24,Sports,9,17,55
22823,44,Simulation,0,17,54
22824,35,Action,10,13,141
22825,35,Sports,15,15,105
22826,48,Simulation,14,19,57
22827,23,Strategy,5,3,137
22828,48,Simulation,11,4,138
22829,26,Action,12,10,71
22830,35,RPG,6,18,140
22831,34,Strategy,7,12,90
22832,20,Simulation,14,10,136
22833,26,RPG,11,9,46
22834,45,Simulation,5,3,81
22835,16,RPG,20,19,44
22836,30,Simulation,14,6,111
22837,15,Simulation,23,15,124
22838,18,Strategy,10,19,87
22839,15,Strategy,13,5,21
22840,49,Strategy,2,19,130
22841,27,Simulation,7,0,107
22842,45,Strategy,21,5,120
22843,34,Simulation,16,11,96
22844,21,Action,1,2,179
22845,47,Simulation,17,16,107
22846,42,Simulation,11,14,36
22847,34,Simulation,19,1,167
22848,46,RPG,13,3,133
22849,23,Strategy,23,3,132
22850,48,Simulation,7,9,118
22851,28,Sports,17,11,75
22852,18,Strategy,7,18,54
22853,43,Strategy,11,17,93
22854,29,Strategy,20,9,178
22855,31,Strategy,12,0,51
22856,33,RPG,15,7,50
22857,23,Sports,18,1,17
22858,41,Sports,18,1,129
22859,29,Simulation,19,3,77
22860,42,Sports,13,11,143
22861,18,Sports,13,15,37
22862,35,RPG,21,15,33
22863,48,Action,22,0,48
22864,33,Sports,3,0,157
22865,18,Sports,10,16,28
22866,46,Simulation,1,16,131
22867,26,Action,3,2,145
22868,30,RPG,6,3,70
22869,28,Simulation,7,16,148
22870,15,Action,14,6,115
22871,46,RPG,12,0,140
22872,35,Strategy,1,7,36
22873,18,Sports,0,1,103
22874,23,Sports,19,17,86
22875,36,RPG,2,4,168
22876,26,Strategy,3,1,27
22877,44,Simulation,22,17,79
22878,44,Simulation,20,16,45
22879,46,Strategy,22,15,36
22880,21,Simulation,20,9,48
22881,31,Strategy,20,17,17
22882,15,Action,5,15,15
22883,28,RPG,18,17,44
22884,40,Sports,9,18,175
22885,41,Sports,21,2,122
22886,30,RPG,11,18,174
22887,21,Strategy,19,11,177
22888,46,Sports,23,16,59
22889,39,Action,22,3,54
22890,45,Action,5,0,159
22891,30,Action,13,1,144
22892,28,RPG,7,6,93
22893,39,Strategy,11,7,83
22894,44,Simulation,1,17,129
22895,21,RPG,10,5,167
22896,26,Action,13,8,132
22897,17,Simulation,15,17,43
22898,41,RPG,12,19,24
22899,33,Strategy,0,9,53
22900,21,Strategy,9,16,121
22901,30,Strategy,13,6,39
22902,46,RPG,22,17,53
22903,22,Strategy,22,8,58
22904,27,Action,3,12,74
22905,25,RPG,14,4,125
22906,34,Simulation,9,6,81
22907,32,Sports,18,19,98
22908,20,Sports,22,17,110
22909,34,Action,13,13,38
22910,46,Action,16,11,56
22911,43,Simulation,23,9,59
22912,18,RPG,14,10,53
22913,21,Action,18,9,109
22914,34,Sports,10,14,113
22915,48,RPG,15,15,61
22916,21,Simulation,20,10,66
22917,47,Action,20,16,43
22918,29,Sports,13,9,137
22919,46,Strategy,23,15,168
22920,36,Action,10,19,163
22921,43,Strategy,7,0,111
22922,39,RPG,10,0,166
22923,19,RPG,12,16,63
22924,28,Simulation,22,8,102
22925,49,Action,1,0,47
22926,16,RPG,12,17,46
22927,39,Action,3,12,132
22928,30,Sports,2,15,62
22929,30,Sports,21,8,91
22930,25,Sports,11,7,148
22931,49,Action,1,8,95
22932,37,Simulation,11,15,99
22933,19,Simulation,16,7,26
22934,49,RPG,2,17,159
22935,43,Sports,9,12,131
22936,19,Strategy,23,10,34
22937,17,RPG,19,1,67
22938,20,Simulation,10,17,158
22939,37,Action,16,18,124
22940,16,Strategy,8,19,36
22941,32,Strategy,20,2,159
22942,44,RPG,21,13,100
22943,19,Strategy,13,17,35
22944,25,RPG,0,12,75
22945,15,Strategy,19,6,12
22946,24,Action,12,9,36
22947,40,Sports,2,7,60
22948,47,Strategy,1,18,118
22949,41,Action,11,13,28
22950,26,Sports,16,13,16
22951,16,Action,12,0,136
22952,15,Sports,6,0,60
22953,15,Strategy,18,4,38
22954,47,Sports,1,4,156
22955,36,RPG,4,8,160
22956,26,Sports,18,14,119
22957,35,Strategy,18,10,11
22958,34,RPG,12,16,172
22959,40,RPG,2,16,116
22960,45,Sports,0,16,166
22961,15,Action,9,4,137
22962,28,Action,8,7,23
22963,40,RPG,15,2,171
22964,21,Action,13,14,48
22965,26,Sports,9,12,97
22966,38,Sports,17,14,137
22967,33,RPG,8,19,108
22968,23,RPG,3,2,120
22969,49,Action,5,15,119
22970,18,Action,17,10,124
22971,46,Strategy,17,2,93
22972,20,Simulation,16,12,151
22973,42,Simulation,0,5,128
22974,42,Action,20,9,17
22975,43,RPG,9,11,45
22976,19,Strategy,21,19,135
22977,19,Action,8,0,65
22978,42,Strategy,23,16,78
22979,23,Simulation,13,15,77
22980,43,Simulation,4,16,100
22981,28,Action,13,6,177
22982,48,Action,3,15,147
22983,28,Strategy,1,10,115
22984,32,Action,2,7,74
22985,47,Sports,6,12,172
22986,48,Action,8,6,112
22987,42,Simulation,16,12,100
22988,37,Simulation,6,5,89
22989,31,Strategy,22,16,174
22990,25,Action,3,13,143
22991,46,Simulation,14,7,14
22992,29,Sports,4,19,32
22993,18,RPG,0,1,159
22994,44,Action,15,6,90
22995,24,Sports,6,12,159
22996,37,Sports,2,3,67
22997,38,Strategy,18,15,92
22998,19,Strategy,14,16,150
22999,33,Strategy,0,16,162
23000,22,RPG,1,6,132
23001,21,Simulation,0,4,15
23002,27,Strategy,2,3,175
23003,41,Sports,19,5,165
23004,32,RPG,7,15,69
23005,38,Action,15,3,83
23006,16,Simulation,0,2,51
23007,30,Sports,4,5,117
23008,28,Strategy,19,15,179
23009,31,RPG,17,7,125
23010,20,RPG,10,1,115
23011,49,Action,19,16,176
23012,31,Simulation,0,16,118
23013,20,Action,8,10,139
23014,35,Simulation,2,14,19
23015,49,Action,21,13,68
23016,37,Sports,20,0,176
23017,26,Simulation,0,14,168
23018,43,Sports,18,12,72
23019,41,Sports,7,10,53
23020,20,Strategy,8,4,26
23021,35,Simulation,15,0,108
23022,21,RPG,9,17,140
23023,30,Strategy,16,7,64
23024,19,Strategy,14,2,139
23025,29,Sports,19,13,96
23026,35,Simulation,2,8,112
23027,18,Sports,13,12,104
23028,19,Action,2,4,110
23029,21,Action,4,12,69
23030,49,RPG,19,14,26
23031,29,Simulation,17,6,26
23032,42,Sports,3,0,172
23033,16,Sports,10,2,48
23034,19,Sports,13,12,79
23035,21,Strategy,8,13,83
23036,36,Action,8,9,85
23037,45,Simulation,8,17,162
23038,46,RPG,16,0,64
23039,22,Strategy,3,18,81
23040,25,RPG,11,10,150
23041,15,Sports,16,10,39
23042,33,Strategy,17,0,163
23043,21,Sports,4,19,36
23044,39,Sports,3,16,174
23045,36,Action,21,17,118
23046,41,RPG,8,15,158
23047,29,Sports,7,13,35
23048,16,Simulation,18,11,145
23049,22,Sports,12,6,74
23050,20,RPG,14,13,170
23051,34,RPG,12,9,24
23052,41,Simulation,16,12,49
23053,37,Simulation,2,13,24
23054,31,Action,11,0,77
23055,27,RPG,8,10,83
23056,18,Action,6,5,10
23057,34,Simulation,1,16,127
23058,39,Simulation,20,9,58
23059,36,Strategy,10,19,60
23060,31,Sports,22,0,146
23061,25,Action,8,9,158
23062,39,Strategy,18,4,76
23063,19,Strategy,8,3,158
23064,35,Strategy,20,9,148
23065,40,Simulation,17,10,37
23066,30,Strategy,0,17,134
23067,35,Sports,12,17,16
23068,46,Strategy,3,9,105
23069,18,RPG,19,9,170
23070,22,Strategy,21,18,53
23071,23,Simulation,7,11,167
23072,31,Simulation,12,11,84
23073,27,RPG,16,5,99
23074,23,RPG,20,1,73
23075,20,RPG,10,1,100
23076,41,Simulation,22,15,150
23077,38,Sports,20,7,124
23078,23,Strategy,18,18,116
23079,25,RPG,3,11,114
23080,49,Strategy,13,12,158
23081,43,Strategy,16,6,166
23082,22,Action,0,5,161
23083,31,Strategy,17,10,43
23084,21,Action,10,19,77
23085,26,Simulation,20,7,161
23086,29,Strategy,15,14,140
23087,43,Sports,1,1,69
23088,38,Strategy,7,3,101
23089,28,Sports,0,1,89
23090,25,Simulation,0,8,104
23091,49,RPG,23,9,22
23092,31,Simulation,6,14,149
23093,41,Simulation,3,10,68
23094,17,RPG,20,10,45
23095,16,Sports,7,18,87
23096,18,RPG,7,5,143
23097,32,Action,21,1,18
23098,34,Action,13,14,10
23099,35,Simulation,5,3,12
23100,28,Simulation,6,8,70
23101,22,Strategy,2,4,125
23102,16,Simulation,15,12,89
